Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,volume,issue,DocumentURL,startPage,FindACopy,Database
Review 5 -- No Title,"How different is the narrative of one who knows and does, from that of one who only knows! Many a professor of archaeology can describe all the processes of excavation and discovery, but it will always be in a very academic way, and with an appreciation of the greatness and portentousness of the thing described.",124756316,Magazines,, Copyright American Periodicals Series III Apr 1895," 426561401 , 5790092 , 41364", review, Apr 1895, English, English,, New York,Apr 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,3,http://search.proquest.com/docview/124756316?accountid=14709, 197,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+5+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-04-01&amp;rft.volume=1&amp;rft.issue=3&amp;rft.spage=197&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
THE GLOBE FROISSART.,"Not very long ago the most accessible English translation of Froissart was the expensive one of Johnes in four formidable quartos. Of late years something has been done to place genial and chivalrous Froissart's chronicle of things English and Scottish, as well as Continental, within the reach of the ""general reader,"" to whom the old-fashioned quarto is repellent.",124756367,Magazines," Espinasse, F
F
F Espinasse
Espinasse
F Espinasse", Copyright American Periodicals Series III Apr 1895," 426561481 , 5790092 , 41364", review, Apr 1895, English, English,, New York,Apr 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,3,http://search.proquest.com/docview/124756367?accountid=14709, 192,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=THE+GLOBE+FROISSART.&amp;rft.au=Espinasse%2C+F&amp;rft.aulast=Espinasse&amp;rft.aufirst=F&amp;rft.date=1895-04-01&amp;rft.volume=1&amp;rft.issue=3&amp;rft.spage=192&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 6 -- No Title,,124756557,Magazines,, Copyright American Periodicals Series III Apr 1895," 426561411 , 5790092 , 41364", review, Apr 1895, English, English,, New York,Apr 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,3,http://search.proquest.com/docview/124756557?accountid=14709, 196,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+6+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-04-01&amp;rft.volume=1&amp;rft.issue=3&amp;rft.spage=196&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
THE BOOKMAN'S TABLE.,"Has Symbolism invaded culinary literature? Have certain letters and sounds a gastronomic significance as well as a colour value? And what is the secret of the psychic influence of a book like that of Mr. Murrey's? There be collections of like purpose with this which, when we read them, project into one's mental field of vision only the sights and scents of the kitchen--the lumps of fat, the raw meat, the smell of frying things.",124756569,Magazines,, Copyright American Periodicals Series III Apr 1895," 426561421 , 5790092 , 41364", review, Apr 1895, English, English,, New York,Apr 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,3,http://search.proquest.com/docview/124756569?accountid=14709, 196,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=THE+BOOKMAN%27S+TABLE.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-04-01&amp;rft.volume=1&amp;rft.issue=3&amp;rft.spage=196&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 4 -- No Title,"Lord de Tabley is the stateliest of the minor poets of to-day, and all the qualities that live well in stately company are his, naturally, or by a sympathetic adoption. He is a literary poet, if we must make the distinction between those who would have sung had they never heard a line of Vergil or of Shelley, of Spenser or of Keats, and those who have been bred in the best-filled libraries.",124756976,Magazines,, Copyright American Periodicals Series III Apr 1895," 426561391 , 5790092 , 41364", review, Apr 1895, English, English,, New York,Apr 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,3,http://search.proquest.com/docview/124756976?accountid=14709, 197,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+4+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-04-01&amp;rft.volume=1&amp;rft.issue=3&amp;rft.spage=197&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
THE FOUNDATIONS OF BELIEF.,"If Mr. Balfour's volume is the result of his enforced absence from the helm of the State, it is a strong argument for the continuance of the Liberal Government. For it may reasonably be questioned whether any benefits which even a Prine Minister can confer on his country are commensurate with the good which may be accomplished by such a volume as this.",124756982,Magazines," Dods, Marcus
Marcus
Marcus Dods
Dods
Marcus Dods", Copyright American Periodicals Series III Apr 1895," 426561531 , 5790092 , 41364", review, Apr 1895, English, English,, New York,Apr 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,3,http://search.proquest.com/docview/124756982?accountid=14709, 186,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=THE+FOUNDATIONS+OF+BELIEF.&amp;rft.au=Dods%2C+Marcus&amp;rft.aulast=Dods&amp;rft.aufirst=Marcus&amp;rft.date=1895-04-01&amp;rft.volume=1&amp;rft.issue=3&amp;rft.spage=186&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 9 -- No Title,,124757026,Magazines,, Copyright American Periodicals Series III Apr 1895," 426561451 , 5790092 , 41364", review, Apr 1895, English, English,, New York,Apr 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,3,http://search.proquest.com/docview/124757026?accountid=14709, 194,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+9+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-04-01&amp;rft.volume=1&amp;rft.issue=3&amp;rft.spage=194&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
THE LIFE AND ADVENTURES OF G. A. SALA.,"Personal memoirs often leave their reader in a mood of melancloly. The best of their kind are but shadows, and the worst are a great deal worse, bombastic or fatuous phantoms, the warped reflections of a cistorting mirror.",124757063,Magazines," McCarthy, Justin Huntly
Justin
Justin Huntly McCarthy
McCarthy
Huntly
Justin Huntly McCarthy", Copyright American Periodicals Series III Apr 1895," 426561551 , 5790092 , 41364", review, Apr 1895, English, English,, New York,Apr 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,3,http://search.proquest.com/docview/124757063?accountid=14709, 183,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=THE+LIFE+AND+ADVENTURES+OF+G.+A.+SALA.&amp;rft.au=McCarthy%2C+Justin+Huntly&amp;rft.aulast=McCarthy&amp;rft.aufirst=Justin&amp;rft.date=1895-04-01&amp;rft.volume=1&amp;rft.issue=3&amp;rft.spage=183&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 3 -- No Title,"Of these the carols are the best. Of course they are mainly conscious imitations of old forms; but imitation does not explain all their success. The part of Mr. Image's imagination in which these Christmas hymns were born, must be a good deal after the pattern of the imaginations of the old makers.",124758599,Magazines,, Copyright American Periodicals Series III Apr 1895," 426561381 , 5790092 , 41364", review, Apr 1895, English, English,, New York,Apr 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,3,http://search.proquest.com/docview/124758599?accountid=14709, 198,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+3+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-04-01&amp;rft.volume=1&amp;rft.issue=3&amp;rft.spage=198&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
MUNICIPAL GOVERNMENT IN GREAT BRITAIN.,The growth of public interest in municipal affairs is one of the most striking politico-social phenomena of recent times in the United States. It is evinced by the increasing literature on city conditions; by the founding of political parties on local issues; by the increasing attention of the clergy to civic questions; by the organisation of clubs for the study of municipal problems; and by the establishment of lectureships in our schools and colleges upon the origin and development of modern cities.,124758656,Magazines," James, Edmund J
Edmund
Edmund J James
James
J
Edmund J James", Copyright American Periodicals Series III Apr 1895," 426561521 , 5790092 , 41364", review, Apr 1895, English, English,, New York,Apr 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,3,http://search.proquest.com/docview/124758656?accountid=14709, 187,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=MUNICIPAL+GOVERNMENT+IN+GREAT+BRITAIN.&amp;rft.au=James%2C+Edmund+J&amp;rft.aulast=James&amp;rft.aufirst=Edmund&amp;rft.date=1895-04-01&amp;rft.volume=1&amp;rft.issue=3&amp;rft.spage=187&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Literary Notes,"--M. Paul Bourget is engaged at Cannes upon his new novel, ""En Marche.",136577885,Magazines,," Copyright American Periodicals Series III Apr 20, 1895"," 699693212 , 6926462 , 41960", review," Apr 20, 1895", English, English, 657, New York,"Apr 20, 1895",Outlook (1893-1924),1895,51,16,http://search.proquest.com/docview/136577885?accountid=14709, 657,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=Outlook+%281893-1924%29&amp;rft.atitle=Literary+Notes&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-04-20&amp;rft.volume=51&amp;rft.issue=16&amp;rft.spage=657&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Outlook+%281893-1924%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 12 -- No Title,"Mr. Gissing's last volume is much slighter, both in conception and in execution, than In the Year of Jubilee, which we had occasion to notice two months ago. It is to be hoped that he is not going the way of so many writers, and producing too rapidly for his own reputation.",124754078,Magazines,, Copyright American Periodicals Series III May 1895," 427388741 , 5798032 , 41364", review, May 1895, English, English,, New York,May 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,4,http://search.proquest.com/docview/124754078?accountid=14709, 265,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+12+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-05-01&amp;rft.volume=1&amp;rft.issue=4&amp;rft.spage=265&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
BOOKMAN BREVITIES.,"The redoubtable editor and compiler of paste-pot and scissors repute, whose happy moments are marked by the discovery of choice clippings, finds a formidable example in Mr. Alfred H. Miles. His most creditable literary performance has been his compilation of The Poets and the Poetry of the Century, in ten volumes (price, $15.",124754358,Magazines,, Copyright American Periodicals Series III May 1895," 427388611 , 5798032 , 41364", review, May 1895, English, English,, New York,May 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,4,http://search.proquest.com/docview/124754358?accountid=14709, 272,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=BOOKMAN+BREVITIES.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-05-01&amp;rft.volume=1&amp;rft.issue=4&amp;rft.spage=272&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
TRUTH ABOUT RUSSIA.,"Every book that contributes to the sum of truth in the world ought to be welcome. Most works dealing with Russia are repositories of curiouslymasked fictions engendered by prejudice and ignorance, some of them venerable with age, some of them fine examples of reincarnated lies.",124754458,Magazines," Nathan Haskell Dole
Nathan Haskell Dole", Copyright American Periodicals Series III May 1895," 427388791 , 5798032 , 41364", review, May 1895, English, English,, New York,May 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,4,http://search.proquest.com/docview/124754458?accountid=14709, 259,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=TRUTH+ABOUT+RUSSIA.&amp;rft.au=Nathan+Haskell+Dole&amp;rft.aulast=Nathan+Haskell+Dole&amp;rft.aufirst=&amp;rft.date=1895-05-01&amp;rft.volume=1&amp;rft.issue=4&amp;rft.spage=259&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
BOOKS AND CULTURE.,"""We were reading Plato's Apology in the Sixth Form,"" says Mr. Symonds in his account of his school life at Harrow. ""I bought Cary's crib, and took it with me to London on an exeat in March. My hostess, a Mrs. Bain, who lived in Regent's Park, treated me to a comedy one evening at the Haymarket.",124754512,Magazines," Mabie, Hamilton W
Hamilton
Hamilton W Mabie
Mabie
W
Hamilton W Mabie", Copyright American Periodicals Series III May 1895," 427388911 , 5798032 , 41364", review, May 1895, English, English,, New York,May 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,4,http://search.proquest.com/docview/124754512?accountid=14709, 239,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=BOOKS+AND+CULTURE.%3A+IV.+THE+FIRST+DELIGHT.&amp;rft.au=Mabie%2C+Hamilton+W&amp;rft.aulast=Mabie&amp;rft.aufirst=Hamilton&amp;rft.date=1895-05-01&amp;rft.volume=1&amp;rft.issue=4&amp;rft.spage=239&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 11 -- No Title,"These two volumes offer the booklover all that could be desired in the way of paper, print, and binding, which are handsome enough; but here the recommendation must unfortunately stop. We say ""unfortunately,"" for no amount of good taste expended on the external appearance of a book will mitigate the bad taste of its contents.",124754540,Magazines,, Copyright American Periodicals Series III May 1895," 427388731 , 5798032 , 41364", review, May 1895, English, English,, New York,May 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,4,http://search.proquest.com/docview/124754540?accountid=14709, 265,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+11+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-05-01&amp;rft.volume=1&amp;rft.issue=4&amp;rft.spage=265&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
