Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issue,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,volume,DocumentURL,startPage,FindACopy,Database
Poetry,,124730770,Magazines,, Copyright American Periodicals Series III Jun 1930," 426836111 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124730770?accountid=14709, VIII,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Poetry&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=VIII&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 25 -- No Title,"As VERNON LEE points out in the introduction to Don Juan's Daughters, Irene ForbesMosse, whose family tree bears such interesting blossoms as Bettina Brentano, the Brothers Grimm, Achim von Arnim and Sophie La Roche, has little need, as an author, for ancestral introduction. For in her prose she is an accomplished artist.",124730798,Magazines," COLEY TAYLOR
COLEY TAYLOR", Copyright American Periodicals Series III Jun 1930," 426835761 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124730798?accountid=14709, 328,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+25+--+No+Title&amp;rft.au=COLEY+TAYLOR&amp;rft.aulast=COLEY+TAYLOR&amp;rft.aufirst=&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=328&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
The Social Sciences,,124730877,Magazines,, Copyright American Periodicals Series III Jun 1930," 426836131 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124730877?accountid=14709, VI,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=The+Social+Sciences&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=VI&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 9 -- No Title,"MR. BYNNER'S book consists of about fifty short poems inspired by the Lake Chapala region in Mexico (well known to readers of D. H. Lawrence, to whom the book is dedicated), a symbolic poetic prologue entitled ""The Winged Serpent"", and a final section descriptive of seven dances of the Indians of New Mexico and Arizona.",124730905,Magazines," Chase, Stanley P
Stanley
Stanley P Chase
Chase
P
STANLEY P CHASE", Copyright American Periodicals Series III Jun 1930," 426835571 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124730905?accountid=14709, 342,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+9+--+No+Title&amp;rft.au=Chase%2C+Stanley+P&amp;rft.aulast=Chase&amp;rft.aufirst=Stanley&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=342&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 19 -- No Title,"WILLIAM COWPER, English poet of the eighteenth century whose letters vie with his verses and whose reputation hazardously survives in anthologies and selections of these two gentlest arts, lived and died in fear of the dark. The most blameless person in the world, he was oppressed by so powerful a sense of sin and so terrible a dread of damnation that he failed to kill himself only to go mad.",124730941,Magazines," Salpeter, Harry
Harry
Harry Salpeter
Salpeter
HARRY SALPETER", Copyright American Periodicals Series III Jun 1930," 426835691 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124730941?accountid=14709, 333,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+19+--+No+Title&amp;rft.au=Salpeter%2C+Harry&amp;rft.aulast=Salpeter&amp;rft.aufirst=Harry&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=333&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
FICTION,"MR. HERGESHEIMER'S latest is reminiscent of Cytherea. Both are outspoken studies of Love, capitalized, between folk in their forties, with a cocktail-drinking country club setting, brought to an end by a death. Cytherea told of a middle-aged business man rapt out of himself by love of a romantic married lady who, on their elopement to Cuba, succumbed to the climate and left him to regrets and old age.",124730980,Magazines," ALAN REYNOLDS THOMPSON
ALAN REYNOLDS THOMPSON", Copyright American Periodicals Series III Jun 1930," 426835891 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124730980?accountid=14709, 321,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=FICTION&amp;rft.au=ALAN+REYNOLDS+THOMPSON&amp;rft.aulast=ALAN+REYNOLDS+THOMPSON&amp;rft.aufirst=&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=321&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 1 -- No Title,"WALDO H. DUNN'S Froude and Carlyle is the sort of work one likes to see pushed to completion, not alone for its intrinsic worth, but for its indubitable evidence that the passion for justice is not extinct in the human species. The book is a careful, minute, documented study of Froude as biographer and editor of Carlyle; and to say, as the publishers do, that its effect should be ""to restore confidence in Froude's biography"" is to tell only the positive side of the story.",124731376,Magazines," Chamberlain, John
John
John Chamberlain
Chamberlain
JOHN CHAMBERLAIN", Copyright American Periodicals Series III Jun 1930," 426835491 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124731376?accountid=14709, 347,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+1+--+No+Title&amp;rft.au=Chamberlain%2C+John&amp;rft.aulast=Chamberlain&amp;rft.aufirst=John&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=347&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 2 -- No Title,"WITH admirable restraint, with unusual scope and balance in depth and breadth of treatment, with sober thoroughness, Professor Dibelius has weighed the factors that have made England. He has analysed the origins of British culture; beginning with the Gaels and Cymbri, he has traced the evolution of Britain's social organization, her religion, her political structure, her laws and her education.",124731388,Magazines," Astrachan, Irving
Irving
Irving Astrachan
Astrachan
IRVING ASTRACHAN", Copyright American Periodicals Series III Jun 1930," 426835501 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124731388?accountid=14709, 347,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+2+--+No+Title&amp;rft.au=Astrachan%2C+Irving&amp;rft.aulast=Astrachan&amp;rft.aufirst=Irving&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=347&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 6 -- No Title,"THIS book is commended to the younger generation as an authentic record of a once prevalent state of mind. There was a time when people debated solemnly whether women had brains enough to elect members of Congress. Mr. Macy believes, apparently, that those women who before 1920 were claiming the right to be heard are among the valiantly logical band now claiming the right to be hanged.",124731403,Magazines,, Copyright American Periodicals Series III Jun 1930," 426835541 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124731403?accountid=14709, 344,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+6+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=344&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 15 -- No Title,"FIFTY-ODD years ago, MacGregor Jenkins, son of an Amherst clergyman, played about the Dickinson yard under the elfin eye of ""Aunt Emily"". In this artless sheaf of childhood memories, he recalls her as a mysterious and elusive figure in white, ready to join the children's make-believe and equally ready to slip quietly away at the approach of grownups.",124731415,Magazines,, Copyright American Periodicals Series III Jun 1930," 426835651 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124731415?accountid=14709, 336,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+15+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=336&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
ESSAYS AND CRITICISM,"OURS is an Alexandrian age of revival and cult. Neo-medievalism, neo-classicism, neoprimitivism all have their adherents. In poetry, the generation represented by Leonie Adams, Louise Bogan and Miss Taggard has returned--inducted, perhaps, by Elinor Wylie--to Donne and the ""metaphysical"" school of the seventeenth century.",124731444,Magazines," Austin, Warren
Warren
Warren Austin
Austin
AUSTIN WARREN", Copyright American Periodicals Series III Jun 1930," 426835641 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124731444?accountid=14709, 337,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=ESSAYS+AND+CRITICISM&amp;rft.au=Austin%2C+Warren&amp;rft.aulast=Austin&amp;rft.aufirst=Warren&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=337&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 23 -- No Title,,124731457,Magazines,, Copyright American Periodicals Series III Jun 1930," 426835741 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124731457?accountid=14709, 329,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+23+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=329&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 34 -- No Title,"THERE is skilful writing in Miss Delafield's latest book, writing which is at these moments compact and even dramatic; and then there are stretches which seem to be skimped. Perhaps Miss Delafield would herself plead guilty to the latter indictment and at the same time enter the defence that she is interested not in showing the development of character but rather in painting crucial moments in the lives of the characters.",124731477,Magazines," GRENVILLE VERNON
GRENVILLE VERNON", Copyright American Periodicals Series III Jun 1930," 426835851 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124731477?accountid=14709, 323,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+34+--+No+Title&amp;rft.au=GRENVILLE+VERNON&amp;rft.aulast=GRENVILLE+VERNON&amp;rft.aufirst=&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=323&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 32 -- No Title,"FRANCIS HERRIES, in his narrow Cumberland valley, was known as the Rogue, the devil, the friend of witches, the man who sold his mistress for forty shillings, and was said to have murdered his first wife. He was proud, handsome, of good family; a dicer, wencher, and drinker; and a man who hated and despised all men as himself, because he could not attain something (call it soul) which would make it worth his while to be honorable, constant, pure, gentle and so forth.",124731486,Magazines,, Copyright American Periodicals Series III Jun 1930," 426835831 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124731486?accountid=14709, 324,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+32+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=324&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Fiction,,124731605,Magazines,, Copyright American Periodicals Series III Jun 1930," 426836081 , 5793742 , 41364", review, Jun 1930,3, English, English, New York,Jun 1930,The Bookman; a Review of Books and Life (1895-1933),1930,71,http://search.proquest.com/docview/124731605?accountid=14709, XI,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Fiction&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-06-01&amp;rft.volume=71&amp;rft.issue=3&amp;rft.spage=XI&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
